date,ticker,close,avg_traded_value_20d,liquid,rs_63d,rs_126d,volume_expansion,distance_52w_high,score,rank
2015-01-18,1211.SR,11.6333,518822550.71,True,0.017226,0.060088,0.810025,-0.128429,0.8,1
2015-01-18,1150.SR,10.1,795501501.25,True,-0.158333,0.08311,0.696086,-0.226054,0.733333,2
2015-01-18,7010.SR,28.8,35642181.46,True,0.021277,0.017668,0.553242,-0.049505,0.7,3
2015-01-18,1120.SR,14.4896,287262956.51,True,-0.183206,-0.227436,1.070537,-0.311897,0.6,4
2015-01-18,2010.SR,79.25,425770382.78,True,-0.309368,-0.325532,0.95953,-0.416206,0.383333,5
2015-01-18,2380.SR,13.5186,76902182.09,True,-0.305756,-0.407975,0.744883,-0.462396,0.283333,6
2015-01-19,1211.SR,11.6667,532520687.64,True,0.022901,0.057188,0.868364,-0.125926,0.85,1
2015-01-19,7010.SR,28.7,37301990.89,True,0.014134,0.01773,1.391106,-0.052805,0.783333,2
2015-01-19,1150.SR,10.075,786551165.25,True,-0.153361,0.080429,0.60801,-0.227969,0.733333,3
2015-01-19,1120.SR,14.4896,282908850.53,True,-0.192452,-0.230214,0.472621,-0.311897,0.433333,4
2015-01-19,2010.SR,78.0,413477338.39,True,-0.327586,-0.33617,0.744887,-0.425414,0.366667,5
2015-01-19,2380.SR,13.9389,80660095.02,True,-0.34754,-0.376174,1.565382,-0.445681,0.333333,6
2015-01-20,7010.SR,27.2,45434479.39,True,-0.035461,-0.045614,5.165483,-0.10231,0.816667,1
2015-01-20,1150.SR,9.975,789137452.85,True,-0.151064,0.06117,0.701628,-0.235632,0.8,2
2015-01-20,1211.SR,11.6,539560426.24,True,0.014314,0.042416,0.478447,-0.130923,0.75,3
2015-01-20,1120.SR,14.5573,283439185.42,True,-0.185606,-0.20956,0.576225,-0.308682,0.466667,4
2015-01-20,2010.SR,78.75,401846836.12,True,-0.318182,-0.336842,0.855686,-0.41989,0.433333,5
2015-01-20,2380.SR,13.6587,81547473.48,True,-0.356435,-0.386793,0.59952,-0.456824,0.233333,6
2015-01-21,7010.SR,26.5,45760145.68,True,-0.073427,-0.079861,1.512221,-0.125413,0.866667,1
2015-01-21,1211.SR,10.8333,554327396.98,True,-0.105758,-0.029179,1.093976,-0.188365,0.8,2
2015-01-21,1150.SR,9.925,762006219.67,True,-0.183128,0.05305,0.71308,-0.239464,0.733333,3
2015-01-21,1120.SR,14.3542,271667811.62,True,-0.211892,-0.220588,0.62382,-0.318327,0.433333,4
2015-01-21,2010.SR,78.0,395235404.84,True,-0.320261,-0.327586,0.90452,-0.425414,0.366667,5
2015-01-21,2380.SR,12.9232,81471589.0,True,-0.387044,-0.419813,1.248414,-0.486073,0.3,6
2015-01-22,7010.SR,26.2,44377735.58,True,-0.105802,-0.083916,1.058819,-0.135314,0.816667,1
2015-01-22,1150.SR,10.0,733538311.12,True,-0.159664,0.069519,0.664519,-0.233716,0.766667,2
2015-01-22,1211.SR,10.9,537916282.27,True,-0.091,-0.015037,0.454519,-0.183368,0.75,3
2015-01-22,1120.SR,14.625,261312838.14,True,-0.181818,-0.199998,0.788046,-0.305467,0.533333,4
2015-01-22,2010.SR,79.0,383906016.51,True,-0.302428,-0.321888,1.008989,-0.418048,0.433333,5
2015-01-22,2380.SR,12.9933,79916283.9,True,-0.362542,-0.416666,0.472932,-0.483286,0.2,6
2015-01-26,1150.SR,10.05,743234570.69,True,-0.153684,0.074866,1.130666,-0.229885,0.833333,1
2015-01-26,7010.SR,26.4,44976172.1,True,-0.128713,-0.06383,1.272704,-0.128713,0.816667,2
2015-01-26,1211.SR,11.2333,526021435.53,True,-0.055922,-0.004334,0.64025,-0.158397,0.783333,3
2015-01-26,1120.SR,14.625,258151191.24,True,-0.184905,-0.19101,0.939979,-0.305467,0.533333,4
2015-01-26,2010.SR,79.25,386219125.4,True,-0.298673,-0.319742,0.925869,-0.416206,0.366667,5
2015-01-26,2380.SR,13.0983,78656495.18,True,-0.350695,-0.417447,0.479872,-0.47911,0.166667,6
2015-01-27,1150.SR,10.45,778288169.38,True,-0.121849,0.111702,1.537384,-0.199234,0.833333,1
2015-01-27,1211.SR,12.0,524432418.98,True,0.021746,0.075375,1.019093,-0.100955,0.8,2
2015-01-27,7010.SR,26.6,47771192.18,True,-0.110368,-0.053381,2.125946,-0.122112,0.8,3
2015-01-27,1120.SR,15.0312,256684810.1,True,-0.159094,-0.168541,1.145008,-0.286176,0.5,4
2015-01-27,2010.SR,84.0,398620735.95,True,-0.25,-0.277419,1.375345,-0.381215,0.4,5
2015-01-27,2380.SR,13.5186,69553007.47,True,-0.315604,-0.379422,0.809152,-0.462396,0.166667,6
2015-01-28,1150.SR,10.975,813883674.17,True,-0.077731,0.167553,1.417993,-0.159004,0.816667,1
2015-01-28,1211.SR,12.1667,518791704.42,True,0.027853,0.096376,0.778164,-0.088466,0.766667,2
2015-01-28,7010.SR,26.9,50752712.14,True,-0.097315,-0.039286,1.895332,-0.112211,0.75,3
2015-01-28,1120.SR,15.4375,266536047.88,True,-0.129772,-0.149252,1.432091,-0.266881,0.533333,4
2015-01-28,2010.SR,88.25,410234415.14,True,-0.20316,-0.234273,1.312649,-0.349908,0.333333,5
2015-01-28,2380.SR,13.9038,68012776.89,True,-0.30106,-0.355521,1.716622,-0.447077,0.3,6
2015-01-29,1150.SR,10.85,816746721.19,True,-0.097713,0.148148,1.138451,-0.168582,0.883333,1
2015-01-29,1211.SR,12.1,488906976.73,True,0.016918,0.087347,0.654105,-0.093463,0.766667,2
2015-01-29,7010.SR,26.5,50470177.06,True,-0.10473,-0.053571,1.485376,-0.125413,0.75,3
2015-01-29,1120.SR,15.3698,261994972.36,True,-0.136882,-0.143395,0.863233,-0.270096,0.466667,4
2015-01-29,2010.SR,86.25,416607497.46,True,-0.228188,-0.253247,1.095435,-0.364641,0.4,5
2015-01-29,2380.SR,13.6587,66758794.86,True,-0.320557,-0.384857,1.068958,-0.456824,0.233333,6
2015-02-01,1150.SR,11.4,861970282.37,True,-0.063655,0.148615,1.606361,-0.126437,0.866667,1
2015-02-01,1211.SR,12.6667,487127478.78,True,0.072885,0.104612,1.107418,-0.051006,0.766667,2
2015-02-01,7010.SR,26.4,61499053.08,True,-0.108108,-0.083333,4.046134,-0.128713,0.733333,3
2015-02-01,1120.SR,15.9792,278410371.31,True,-0.112779,-0.129151,1.564603,-0.241156,0.5,4
2015-02-01,2010.SR,93.0,432539112.96,True,-0.171492,-0.246964,1.276044,-0.314917,0.333333,5
2015-02-01,2380.SR,13.8338,71541015.95,True,-0.309439,-0.412203,2.066513,-0.449861,0.3,6
2015-02-02,1150.SR,11.55,883296099.26,True,-0.008584,0.157895,1.046003,-0.114943,0.833333,1
2015-02-02,1211.SR,12.6667,472369493.17,True,0.128889,0.095773,0.482195,-0.051006,0.766667,2
2015-02-02,7010.SR,26.2,67634527.28,True,-0.093426,-0.10274,2.218129,-0.135314,0.683333,3
2015-02-02,1120.SR,15.9792,278043372.15,True,-0.092308,-0.138685,0.595826,-0.241156,0.516667,4
2015-02-02,2010.SR,95.0,455217008.16,True,-0.103774,-0.26499,1.349148,-0.300184,0.433333,5
2015-02-02,2380.SR,14.079,74866658.56,True,-0.24436,-0.398202,1.257378,-0.44011,0.266667,6
2015-02-03,1150.SR,11.4,914185883.49,True,0.0,0.134328,0.984116,-0.126437,0.816667,1
2015-02-03,1211.SR,12.6667,464714884.29,True,0.141432,0.067308,0.423958,-0.051006,0.766667,2
2015-02-03,7010.SR,26.6,75155508.38,True,-0.06338,-0.089041,2.243989,-0.122112,0.7,3
2015-02-03,1120.SR,16.25,288055778.14,True,-0.069765,-0.124088,1.069695,-0.228296,0.483333,4
2015-02-03,2010.SR,96.25,454550606.74,True,-0.06326,-0.252427,0.85194,-0.290976,0.433333,5
2015-02-03,2380.SR,14.3591,82728119.08,True,-0.21756,-0.395282,2.20432,-0.428971,0.3,6
2015-02-04,1150.SR,11.4,909607300.53,True,-0.023555,0.142857,0.714575,-0.126437,0.8,1
2015-02-04,1211.SR,12.4333,442757058.31,True,0.117299,0.044929,0.405875,-0.068492,0.766667,2
2015-02-04,7010.SR,26.4,77767378.03,True,-0.073684,-0.092784,1.086263,-0.128713,0.7,3
2015-02-04,1120.SR,15.9792,289462799.99,True,-0.085267,-0.141817,0.814708,-0.241156,0.483333,4
2015-02-04,2010.SR,96.5,441643758.39,True,-0.080952,-0.251938,0.809617,-0.289134,0.416667,5
2015-02-04,2380.SR,14.219,86682009.89,True,-0.219234,-0.421653,1.336791,-0.434542,0.333333,6
2015-02-05,1150.SR,11.475,890698545.52,True,-0.008639,0.144638,0.603159,-0.12069,0.8,1
2015-02-05,1211.SR,12.5667,417422318.5,True,0.132421,0.047994,0.414501,-0.058498,0.766667,2
2015-02-05,1120.SR,16.25,284306104.08,True,-0.073361,-0.130435,0.829591,-0.228296,0.583333,3
2015-02-05,7010.SR,26.3,79389278.28,True,-0.073944,-0.09622,0.693236,-0.132013,0.583333,4
2015-02-05,2010.SR,94.0,437173944.19,True,-0.100478,-0.268482,1.016473,-0.307551,0.466667,5
2015-02-05,2380.SR,14.2541,86883253.78,True,-0.214282,-0.423511,0.928944,-0.433146,0.3,6
2015-02-08,1211.SR,13.1667,431643750.12,True,0.186488,0.09803,1.702469,-0.013546,0.9,1
